employee_id,rating,year,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki,Commercial Savvy & Impact,Curiosity & Experimentation,Forward Thinking & Clarity,Growth Drive & Resilience,Insight & Decision Sharpness,"Lead, Inspire & Empower",Quality Delivery Discipline,Social Empathy & Awareness,Synergy & Team Orientation,Value Creation for Users,papi_score,rank,is_top
EMP101493,4.0,2025,Rani Utama Nugroho,588951,2,4,1,1,1,2,1,2,4,45,67,94,IS,Influencer-Steadiness,,90.0,26.0,3,4.0,4.0,4.0,4.0,5.0,4.0,99.0,4.0,4.0,5.0,4.9,7.5,0
EMP101494,,2025,Rafa Halim Maulida,412724,2,3,6,5,3,3,2,2,5,39,88,22,SD,Steadiness-Dominant,ESTP,88.0,34.0,3,3.0,,4.0,3.0,3.0,3.0,3.0,2.0,,3.0,4.555555555555555,7.5,0
EMP101495,5.0,2025,Gita Yudhistira Maulida,202520,3,4,2,5,2,3,2,1,5,13,59,69,CS,Conscientious-Steadiness,ESTJ,98.0,22.0,2,5.0,0.0,5.0,4.0,4.0,5.0,5.0,5.0,,5.0,5.294117647058823,7.5,1
EMP101496,3.0,2025,Tania Zulfikar Kurniawan,274914,1,3,1,5,4,1,3,1,2,70,21,69,ID,Influencer-Dominant,ISFP,85.0,21.0,6,3.0,3.0,4.0,3.0,3.0,3.0,2.0,,4.0,4.0,6.166666666666667,7.5,0
EMP101497,3.0,2025,Bayu Santoso,143513,3,1,6,1,5,2,1,1,1,65,49,44,ID,Influencer-Dominant,INFJ,117.0,25.0,3,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,5.157894736842105,7.5,0
EMP101498,3.0,2025,Luthfi Santoso,783745,3,3,1,4,1,3,1,2,6,82,64,100,IC,Influencer-Conscientious,INTJ,,,8,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,5.588235294117647,7.5,0
EMP101499,2.0,2025,Hadi Sinaga,599805,1,3,5,4,1,3,1,4,2,65,36,54,DC,Dominant-Conscientious,ISTJ,,,3,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,4.777777777777778,7.5,0
EMP101500,2.0,2025,Joko Ganesha Pratomo,170267,3,1,2,6,5,2,1,1,3,48,32,94,ID,Influencer-Dominant,ENFJ,138.0,17.0,4,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,,4.866666666666666,7.5,0
EMP101501,3.0,2025,Dinda Utama Salsabila,623609,2,1,3,6,1,2,3,1,3,35,66,59,SC,Steadiness-Conscientious,ESFP,139.0,20.0,7,4.0,3.0,,4.0,3.0,3.0,3.0,3.0,3.0,,5.833333333333333,7.5,0
EMP101502,3.0,2025,Ayunda Gunawan,657451,2,4,1,3,5,3,3,3,2,28,96,66,SI,Steadiness-Influencer,ENFP,138.0,18.0,8,3.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.421052631578948,7.5,0
EMP101503,2.0,2025,Citra Indrawan,867885,3,2,2,1,1,3,2,3,4,54,30,30,DI,Dominant-Influencer,,138.0,36.0,4,2.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,,2.0,4.7368421052631575,7.5,0
EMP101504,3.0,2025,Putri Lukman,227854,1,3,5,1,1,1,1,1,2,71,96,34,DC,Dominant-Conscientious,INFJ,96.0,30.0,10,3.0,,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,5.777777777777778,7.5,0
EMP101505,4.0,2025,Vania Jatmiko Kusuma,967464,1,2,1,4,3,1,1,4,6,21,93,28,CS,Conscientious-Steadiness,,,,2,4.0,4.0,5.0,4.0,4.0,3.0,,5.0,4.0,4.0,4.894736842105263,7.5,0
EMP101506,1.0,2025,Putri Dharma Rahmawati,573393,2,2,3,1,4,3,2,3,5,77,56,88,SD,Steadiness-Dominant,ISFJ,100.0,27.0,8,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.9411764705882355,7.5,0
EMP101507,4.0,2025,Hadi Herlambang,540413,3,4,4,4,4,3,2,2,4,72,97,49,CI,Conscientious-Influencer,INTP,,,4,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.473684210526316,7.5,0
EMP101508,5.0,2025,Iman Zulfikar,940310,3,3,5,6,3,2,2,1,5,78,87,34,DS,Dominant-Steadiness,ESTP,132.0,23.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.368421052631579,7.5,1
EMP101509,,2025,Satya Tri Kusuma,578955,3,2,6,5,4,3,1,3,4,6,74,74,DC,Dominant-Conscientious,,134.0,26.0,1,,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.666666666666667,7.5,0
EMP101510,,2025,Fitri Rachman Gunawan,234893,1,1,6,3,4,2,3,1,3,32,83,56,CI,Conscientious-Influencer,ISFJ,128.0,17.0,4,4.0,3.0,5.0,4.0,,5.0,5.0,4.0,4.0,5.0,4.277777777777778,7.5,0
EMP101511,2.0,2025,Indra Rachman Siregar,540317,3,3,6,4,4,1,3,2,3,65,73,63,ID,Influencer-Dominant,ESTP,,,10,1.0,2.0,2.0,1.0,,2.0,3.0,1.0,2.0,2.0,5.1,7.5,0
EMP101512,4.0,2025,Vania Permadi,932598,3,1,5,1,4,3,2,2,2,24,55,26,,Influencer-Dominant,ENTP,136.0,27.0,5,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,7.5,0
EMP101513,3.0,2025,Ayu Gunawan,622286,2,1,3,4,3,1,2,1,6,27,69,37,IC,Influencer-Conscientious,ESFJ,,,6,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,6.352941176470588,7.5,0
EMP101514,3.0,2025,Julia Pramudita Situmorang,516900,4,1,5,6,3,2,1,4,5,65,31,93,,Dominant-Influencer,ESFP,94.0,27.0,3,3.0,,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.3,7.5,0
EMP101515,2.0,2025,Intan Indrawan,496299,4,3,5,3,2,3,1,3,3,59,87,91,CS,Conscientious-Steadiness,ESFP,122.0,37.0,6,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,,3.0,4.631578947368421,7.5,0
EMP101516,2.0,2025,Galih Pradana,846272,2,3,6,6,3,2,1,1,5,78,85,76,,Steadiness-Dominant,ESFP,85.0,30.0,4,2.0,3.0,3.0,2.0,2.0,2.0,,,3.0,2.0,5.631578947368421,7.5,0
EMP101517,3.0,2025,Galih Saputra Nugroho,543863,2,3,2,4,2,3,2,3,4,20,77,48,DI,Dominant-Influencer,ESFP,,,1,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,5.352941176470588,7.5,0
EMP101518,1.0,2025,Ayunda Mahendra,617477,3,1,2,2,5,3,1,2,1,25,27,59,SI,Steadiness-Influencer,ISTJ,125.0,34.0,9,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,4.944444444444445,7.5,0
EMP101519,3.0,2025,Rendra Baskara Pamungkas,420053,2,2,5,3,1,2,2,1,1,30,71,48,IC,Influencer-Conscientious,INFJ,120.0,29.0,5,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.55,7.5,0
EMP101520,4.0,2025,Dimas Tamba,228900,1,2,3,2,3,2,1,1,1,75,82,79,CS,Conscientious-Steadiness,inftj,100.0,24.0,5,,5.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,5.631578947368421,7.5,0
EMP101521,3.0,2025,Utami Utami,434338,1,4,5,3,3,2,3,4,6,92,59,99,DS,Dominant-Steadiness,INFP,104.0,36.0,10,3.0,3.0,,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.222222222222222,7.5,0
EMP101522,3.0,2025,Lestari Permadi,601587,3,4,5,5,3,2,3,2,6,19,28,95,IC,Influencer-Conscientious,ENFP,139.0,19.0,1,3.0,2.0,,2.0,4.0,4.0,4.0,3.0,3.0,2.0,5.277777777777778,7.5,0
EMP101523,3.0,2025,Maya Halim,298254,1,2,4,1,2,1,1,3,2,17,20,76,,Dominant-Influencer,ISTJ,123.0,26.0,9,3.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,,,5.3,7.5,0
EMP101524,,2025,Putri Jatmiko Salsabila,866782,3,1,6,4,2,2,1,2,3,35,68,35,SC,Steadiness-Conscientious,ISTJ,,,6,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.473684210526316,7.5,0
EMP101525,5.0,2025,Rani Aji Indrawan,695961,3,3,3,5,1,2,2,4,4,74,69,99,CI,Conscientious-Influencer,ISTJ,99.0,39.0,3,5.0,,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.6,7.5,1
EMP101526,3.0,2025,Ayu Maulida,786635,1,1,6,4,2,2,2,2,6,43,79,53,DI,Dominant-Influencer,ISFP,,,9,3.0,3.0,,3.0,3.0,3.0,2.0,2.0,,2.0,4.722222222222222,7.5,0
EMP101527,3.0,2025,Eko Nugroho,315676,2,3,4,6,4,3,3,3,4,20,27,74,SD,Steadiness-Dominant,ESTP,99.0,24.0,9,2.0,4.0,3.0,2.0,2.0,,3.0,2.0,4.0,3.0,5.473684210526316,7.5,0
EMP101528,4.0,2025,Wahyu Nabila Anggara,345469,2,1,5,6,2,1,1,1,6,96,65,34,IS,Influencer-Steadiness,INTJ,129.0,24.0,9,2.0,3.0,2.0,2.0,2.0,,3.0,2.0,2.0,1.0,6.0,7.5,0
EMP101529,1.0,2025,Dian Qolbi Santoso,499052,3,1,3,2,2,1,3,4,6,27,28,78,CD,Conscientious-Dominant,ISTP,84.0,29.0,3,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.8125,7.5,0
EMP101530,3.0,2025,Bella Ananda,818397,2,4,1,2,3,2,2,1,6,37,65,89,DS,Dominant-Steadiness,,86.0,22.0,4,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.764705882352941,7.5,0
EMP101531,3.0,2025,Cahyo Firmansyah,103251,1,2,2,3,1,2,1,3,4,55,99,53,,Dominant-Influencer,ISTP,93.0,29.0,2,4.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,4.55,7.5,0
EMP101532,1.0,2025,Nurlita Lestari,832155,4,3,2,2,3,2,3,2,4,17,31,65,DI,Dominant-Influencer,ISFJ,134.0,23.0,3,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,5.45,7.5,0
EMP101533,4.0,2025,Fajar Hasibuan,607546,3,2,1,5,4,1,2,1,3,25,24,91,DC,Dominant-Conscientious,ENFP,135.0,23.0,3,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,,4.0,4.35,7.5,0
EMP101534,4.0,2025,Nadia Kusuma Zulfikar,522473,4,1,5,2,2,3,3,2,5,76,61,62,,Steadiness-Conscientious,ENFP,114.0,21.0,4,4.0,3.0,4.0,4.0,,,4.0,5.0,3.0,3.0,5.15,7.5,0
EMP101535,4.0,2025,Dimas Halim,633566,2,1,2,5,4,2,2,1,3,47,31,58,DI,Dominant-Influencer,ESTP,130.0,32.0,3,4.0,4.0,,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.176470588235294,7.5,0
EMP101536,5.0,2025,Indra Syahputra,690197,2,4,5,5,5,3,1,2,3,25,95,59,SD,Steadiness-Dominant,,100.0,23.0,2,5.0,5.0,5.0,5.0,,5.0,4.0,5.0,5.0,5.0,5.235294117647059,7.5,1
EMP101537,4.0,2025,Kartika Candra Firmansyah,826768,3,4,3,4,4,3,1,2,3,37,37,54,IC,Influencer-Conscientious,ISTP,,,10,3.0,4.0,,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.05,7.5,0
EMP101538,4.0,2025,Satya Sinaga,862919,1,1,5,1,1,3,3,4,3,12,99,93,SC,Steadiness-Conscientious,ESTP,99.0,28.0,1,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.15,7.5,0
EMP101539,2.0,2025,Intan Wijaya Ridwan,819504,2,3,5,3,4,3,2,1,1,87,91,63,CS,Conscientious-Steadiness,ESFP,85.0,16.0,5,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,,3.9444444444444446,7.5,0
EMP101540,3.0,2025,Oktavia Herlambang,423047,4,3,3,1,3,1,1,2,1,82,87,90,DS,Dominant-Steadiness,,85.0,19.0,6,4.0,,3.0,3.0,,3.0,,3.0,2.0,3.0,4.5,7.5,0
EMP101541,2.0,2025,Ayunda Adi Kurniawan,125598,4,2,6,6,3,3,1,1,5,47,45,24,ID,Influencer-Dominant,,89.0,24.0,1,2.0,2.0,1.0,2.0,3.0,,1.0,,2.0,2.0,5.222222222222222,7.5,0
EMP101542,4.0,2025,Rama Firmansyah,324502,4,4,6,3,3,2,3,1,6,54,94,46,SD,Steadiness-Dominant,INTP,114.0,30.0,8,4.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,5.333333333333333,7.5,0
EMP101543,3.0,2025,Iman Rahmawati,461752,4,2,2,2,1,3,3,4,2,91,88,75,CS,Conscientious-Steadiness,ENTJ,82.0,17.0,10,4.0,3.0,2.0,,4.0,4.0,3.0,3.0,3.0,2.0,4.4,7.5,0
EMP101544,3.0,2025,Dewi Wibowo,651639,1,2,2,5,1,2,2,4,4,78,52,31,,Conscientious-Dominant,INFJ,123.0,37.0,4,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,,4.0,4.777777777777778,7.5,0
EMP101545,3.0,2025,Fajar Santoso,646909,3,1,2,5,1,2,1,3,5,52,40,98,CI,Conscientious-Influencer,ISFP,130.0,25.0,2,2.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.777777777777778,7.5,0
EMP101546,3.0,2025,Zahra Candra Salsabila,726563,1,2,3,5,4,3,2,3,2,26,68,20,DC,Dominant-Conscientious,ISTP,88.0,21.0,5,3.0,3.0,3.0,2.0,3.0,3.0,,3.0,3.0,4.0,4.65,7.5,0
EMP101547,5.0,2025,Iman Maulana,736928,4,1,5,5,3,1,2,3,1,12,31,61,IS,Influencer-Steadiness,ISFJ,136.0,29.0,3,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.611111111111111,7.5,1
EMP101548,,2025,Fitri Saputra Tamba,768828,3,4,4,3,2,1,3,4,2,43,54,25,,Steadiness-Dominant,INTP,103.0,41.0,9,4.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,4.0,,4.222222222222222,7.5,0
EMP101549,3.0,2025,Cahyo Zulfikar Utami,538733,4,2,1,1,2,1,2,2,4,13,49,82,ID,Influencer-Dominant,INFP,88.0,31.0,1,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,,4.65,7.5,0
EMP101550,5.0,2025,Ayunda Firmansyah,187663,4,2,3,5,5,2,3,1,4,59,55,90,IC,Influencer-Conscientious,ESFJ,,31.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.444444444444445,7.5,1
EMP101551,5.0,2025,Hana Saputra Pamungkas,618057,2,1,5,6,2,3,1,4,3,39,96,64,CS,Conscientious-Steadiness,INFP,86.0,34.0,4,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.111111111111111,7.5,1
EMP101552,4.0,2025,Evi Dharma Pamungkas,231002,3,4,5,3,1,2,1,3,1,61,28,37,CS,Conscientious-Steadiness,ESFP,129.0,30.0,8,,4.0,3.0,3.0,3.0,4.0,3.0,4.0,,4.0,5.722222222222222,7.5,0
EMP101553,2.0,2025,Oktavia Rohman,716628,4,4,4,4,5,3,2,1,5,42,89,68,DC,Dominant-Conscientious,ISTP,,,3,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5.578947368421052,7.5,0
EMP101554,3.0,2025,Adit Jatmiko Setiawan,500535,2,2,4,5,5,3,3,1,3,61,37,97,SC,Steadiness-Conscientious,ENFP,97.0,28.0,4,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.55,7.5,0
EMP101555,3.0,2025,Bayu Nabila Lestari,127466,2,1,2,3,2,3,2,1,4,32,100,69,,Steadiness-Influencer,ESFJ,116.0,37.0,8,2.0,3.0,3.0,3.0,2.0,3.0,2.0,,3.0,3.0,5.611111111111111,7.5,0
EMP101556,2.0,2025,Satya Pramudita Rahmawati,665264,2,2,6,1,3,3,3,4,3,64,76,38,SI,Steadiness-Influencer,ESFP,100.0,33.0,8,,3.0,3.0,2.0,2.0,2.0,3.0,2.0,,2.0,5.684210526315789,7.5,0
EMP101557,1.0,2025,Rendra Zulfikar Wijaya,712253,4,2,4,3,2,1,3,4,5,7,24,39,CD,Conscientious-Dominant,ENFJ,93.0,33.0,8,2.0,2.0,1.0,2.0,1.0,2.0,1.0,,2.0,1.0,5.631578947368421,7.5,0
EMP101558,,2025,Novi Halim Ramadhan,911728,2,1,6,1,5,2,2,4,2,87,98,42,SC,Steadiness-Conscientious,ENTP,113.0,29.0,10,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,5.578947368421052,7.5,0
EMP101559,5.0,2025,Hana Lestari Wijaya,776080,2,4,2,2,2,1,1,4,5,55,97,83,CD,Conscientious-Dominant,INTP,86.0,33.0,3,,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,,4.05,7.5,1
EMP101560,3.0,2025,Gita Maulida,893582,1,1,2,6,4,3,2,2,3,84,60,82,,Steadiness-Conscientious,,86.0,22.0,5,,,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.7894736842105265,7.5,0
EMP101561,,2025,Mahendra Qolbi Pamungkas,942426,4,3,5,3,3,3,1,2,3,82,20,67,SI,Steadiness-Influencer,ENTJ,138.0,34.0,5,3.0,3.0,,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.315789473684211,7.5,0
EMP101562,2.0,2025,Cahyo Lukman,478050,4,3,3,3,4,2,3,2,4,80,25,27,IC,Influencer-Conscientious,INFJ,137.0,27.0,10,2.0,,3.0,2.0,2.0,2.0,2.0,,1.0,1.0,4.117647058823529,7.5,0
EMP101563,,2025,Nugroho Yudhistira Nugroho,993560,2,3,6,4,3,2,1,4,2,90,48,21,DS,Dominant-Steadiness,ISTP,,,10,,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,4.4,7.5,0
EMP101564,3.0,2025,Prasetyo Pramudita Purnama,752326,1,1,6,1,1,3,3,1,3,37,89,63,SI,Steadiness-Influencer,INTJ,,29.0,10,,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.55,7.5,0
EMP101565,3.0,2025,Oka Subekti,831764,2,2,6,4,1,1,1,1,4,82,34,21,CI,Conscientious-Influencer,,,,3,2.0,3.0,2.0,2.0,4.0,4.0,4.0,,2.0,3.0,4.0,7.5,0
EMP101566,4.0,2025,Iman Purnama,155181,4,4,2,2,3,2,3,1,3,39,78,30,CI,Conscientious-Influencer,ESFP,139.0,21.0,8,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.368421052631579,7.5,0
EMP101567,2.0,2025,Putri Santoso,176518,1,1,1,6,2,2,1,2,5,62,96,93,IC,Influencer-Conscientious,ESFP,136.0,25.0,1,2.0,2.0,,2.0,,,2.0,3.0,2.0,2.0,4.777777777777778,7.5,0
EMP101568,4.0,2025,Anisa Setiawan,476705,1,4,2,1,3,2,3,1,3,35,65,28,IS,Influencer-Steadiness,INTP,108.0,35.0,5,4.0,3.0,4.0,3.0,,4.0,4.0,4.0,,4.0,5.052631578947368,7.5,0
EMP101569,3.0,2025,Cahyo Pramudita Nugroho,856132,2,1,4,2,2,3,2,3,2,16,35,38,SI,Steadiness-Influencer,ISTP,117.0,27.0,3,3.0,2.0,3.0,3.0,3.0,,3.0,4.0,2.0,3.0,4.294117647058823,7.5,0
EMP101570,5.0,2025,Putri Zulfikar Lukman,685119,1,3,5,6,4,1,3,3,4,52,95,83,SC,Steadiness-Conscientious,INFJ,98.0,30.0,2,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.294117647058823,7.5,1
EMP101571,,2025,Nurlita Pratomo,930303,3,4,3,5,5,1,1,3,4,56,98,55,SI,Steadiness-Influencer,,112.0,36.0,2,4.0,,2.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.526315789473684,7.5,0
EMP101572,2.0,2025,Kartika Mahardika Sinaga,108992,4,2,5,5,3,1,2,3,6,49,51,23,CD,Conscientious-Dominant,ESTJ,94.0,27.0,9,2.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,0.0,5.235294117647059,7.5,0
EMP101573,5.0,2025,Citra Aji Sinaga,568044,1,4,2,3,3,2,2,2,3,69,72,76,DC,Dominant-Conscientious,ESTP,138.0,17.0,3,5.0,5.0,5.0,,,5.0,5.0,5.0,4.0,5.0,5.45,7.5,1
EMP101574,4.0,2025,Nurlita Zulfikar Zulfikar,420764,1,2,2,2,3,2,3,2,4,90,45,97,SD,Steadiness-Dominant,,138.0,37.0,7,3.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.111111111111111,7.5,0
EMP101575,2.0,2025,Tania Halim Halim,126357,1,2,2,4,5,2,3,2,4,32,24,25,,Influencer-Steadiness,ISTJ,,,4,2.0,2.0,1.0,,2.0,2.0,3.0,2.0,3.0,1.0,4.888888888888889,7.5,0
EMP101576,4.0,2025,Putri Rachman Ginting,358685,3,2,4,6,3,3,2,3,5,46,74,57,,Influencer-Dominant,INFP,139.0,28.0,2,3.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,5.2,7.5,0
EMP101577,4.0,2025,Rifqi Ganesha Kusuma,102495,2,3,5,4,4,1,1,1,6,61,92,43,ID,Influencer-Dominant,ISTJ,,,2,,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,4.473684210526316,7.5,0
EMP101578,5.0,2025,Adit Rahmawati,210878,2,4,3,5,5,2,3,1,4,48,89,20,CD,Conscientious-Dominant,ENTP,139.0,35.0,6,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.5,1
EMP101579,,2025,Evi Lukman,976486,4,2,3,4,4,2,1,4,4,41,54,87,CI,Conscientious-Influencer,INFP,,,6,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,5.0,5.764705882352941,7.5,0
EMP101580,2.0,2025,Wulan Iqbal Firmansyah,471090,4,1,3,4,2,2,3,3,3,20,21,94,SI,Steadiness-Influencer,ESTJ,,,1,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,5.235294117647059,7.5,0
EMP101581,3.0,2025,Fitri Handayani,981467,4,4,1,5,1,1,2,4,1,69,55,36,IS,Influencer-Steadiness,ESFJ,84.0,29.0,7,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.111111111111111,7.5,0
EMP101582,,2025,Kartika Nabila Wibowo,689473,1,4,5,3,1,3,3,1,3,65,47,86,DI,Dominant-Influencer,ISTP,116.0,23.0,7,5.0,,,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.529411764705882,7.5,0
EMP101583,4.0,2025,Rani Salsabila,364254,4,1,5,6,3,1,2,4,5,20,49,63,DC,Dominant-Conscientious,ISTP,125.0,39.0,5,,4.0,3.0,,3.0,3.0,4.0,4.0,5.0,5.0,4.6,7.5,0
EMP101584,,2025,Dimas Saputra,243207,1,3,2,3,5,1,1,1,6,42,31,21,SD,Steadiness-Dominant,ISTJ,81.0,29.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.631578947368421,7.5,0
EMP101585,2.0,2025,Yoga Hasibuan,751181,4,4,2,1,3,1,1,2,5,55,84,84,IC,Influencer-Conscientious,ESTJ,98.0,22.0,10,2.0,1.0,1.0,,1.0,2.0,3.0,3.0,2.0,3.0,4.7894736842105265,7.5,0
EMP101586,4.0,2025,Kurnia Yulianto,837058,2,1,4,2,3,3,3,3,4,24,87,29,CS,Conscientious-Steadiness,ISTP,128.0,20.0,5,4.0,4.0,5.0,4.0,4.0,5.0,,5.0,4.0,4.0,4.631578947368421,7.5,0
EMP101587,5.0,2025,Rizki Dharma Lukman,907379,2,3,3,2,4,2,2,2,4,88,34,81,CI,Conscientious-Influencer,INTJ,138.0,25.0,6,5.0,5.0,,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.05,7.5,1
EMP101588,3.0,2025,Joko Jatmiko Handayani,382945,4,3,5,1,5,2,1,2,2,108,81,36,CI,Conscientious-Influencer,ENTJ,128.0,26.0,10,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.5,7.5,0
EMP101589,4.0,2025,Joko Adi Utami,179217,4,1,6,2,5,3,2,3,6,99,84,86,,Influencer-Steadiness,ISTJ,121.0,29.0,9,3.0,4.0,,4.0,3.0,,4.0,5.0,4.0,3.0,5.1875,7.5,0
EMP101590,5.0,2025,Citra Nugroho,206900,3,2,1,5,5,3,1,4,3,52,87,25,CD,Conscientious-Dominant,ENFJ,105.0,38.0,7,5.0,5.0,5.0,5.0,5.0,4.0,,,,5.0,3.588235294117647,7.5,1
EMP101591,5.0,2025,Andi Situmorang,405627,3,2,2,5,1,3,1,3,2,71,60,85,,Conscientious-Dominant,ENFP,117.0,32.0,3,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.166666666666667,7.5,1
EMP101592,,2025,Luthfi Syahputra,623834,4,1,1,4,5,2,2,4,1,34,31,79,SD,Steadiness-Dominant,INTP,,,9,,2.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,5.352941176470588,7.5,0
EMP101593,2.0,2025,Citra Subekti,453324,4,1,1,6,4,3,3,1,3,45,24,72,SC,Steadiness-Conscientious,ESFP,,26.0,8,3.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,5.052631578947368,7.5,0
EMP101594,4.0,2025,Nugroho Rachman Pratomo,951941,4,2,6,4,3,3,2,1,6,61,90,95,IC,Influencer-Conscientious,ENFP,,,5,4.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,5.05,7.5,0
EMP101595,4.0,2025,Yoga Erlangga Pratomo,291931,4,4,4,1,5,2,1,4,1,41,33,72,CS,Conscientious-Steadiness,ESFP,89.0,27.0,3,4.0,,4.0,4.0,3.0,4.0,,3.0,4.0,4.0,6.055555555555555,7.5,0
EMP101596,4.0,2025,Dimas Dharma Subekti,845982,1,2,3,2,4,1,3,1,1,50,61,74,SD,Steadiness-Dominant,ISFP,112.0,24.0,10,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.294117647058823,7.5,0
EMP101597,3.0,2025,Wahyu Hartanto,147978,3,2,5,3,3,3,3,4,5,52,93,83,SD,Steadiness-Dominant,ISFJ,137.0,38.0,4,3.0,2.0,3.0,3.0,3.0,3.0,3.0,,4.0,3.0,5.055555555555555,7.5,0
EMP101598,,2025,Citra Halim,673295,4,1,2,4,5,3,1,3,1,18,26,37,CS,Conscientious-Steadiness,INTP,,,5,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,,4.0,4.176470588235294,7.5,0
