employee_id,fullname,rating,iq,gtq,growth_drive_and_resilience,curiosity_and_experimentation,insight_and_decision_sharpness,quality_delivery_discipline,synergy_and_team_orientation
EMP100882,Dinda Wijaya,4.0,,29.0,4.0,4.0,3.0,4.0,5.0
EMP100883,Dian Lestari,2.0,,,2.0,2.0,3.0,2.0,
EMP100884,Rizki Utama Kurniawan,4.0,124.0,30.0,4.0,4.0,4.0,4.0,4.0
EMP100885,Gita Yudhistira Mahendra,1.0,100.0,40.0,1.0,1.0,,1.0,1.0
EMP100886,Galih Utami,3.0,112.0,24.0,2.0,,3.0,,
EMP100887,Fitri Halim Firmansyah,1.0,,,1.0,1.0,1.0,1.0,1.0
EMP100888,Anisa Wijaya Ginting,3.0,112.0,40.0,3.0,3.0,2.0,3.0,3.0
EMP100889,Dwi Baskara Rohman,,102.0,19.0,4.0,3.0,3.0,3.0,
EMP100890,Valdo Anggara,4.0,126.0,25.0,5.0,4.0,,4.0,3.0
EMP100891,Rendra Maulida,4.0,94.0,29.0,4.0,4.0,,4.0,
EMP100892,Joko Jatmiko Maulida,3.0,113.0,26.0,4.0,3.0,3.0,2.0,3.0
EMP100893,Nabila Maulida,3.0,,27.0,3.0,4.0,4.0,4.0,3.0
EMP100894,Arif Aji Utami,3.0,137.0,22.0,3.0,,3.0,3.0,3.0
EMP100895,Wahyu Tri Subekti,3.0,84.0,29.0,2.0,3.0,3.0,3.0,2.0
EMP100896,Rizka Setiawan,,82.0,24.0,5.0,5.0,5.0,,5.0
EMP100897,Galih Saputra Siregar,2.0,98.0,26.0,2.0,6.0,3.0,3.0,
EMP100898,Dewi Permadi,3.0,103.0,31.0,,2.0,3.0,,4.0
EMP100899,Vania Handayani,3.0,112.0,35.0,2.0,3.0,3.0,4.0,3.0
EMP100900,Prasetyo Hartanto,3.0,91.0,30.0,3.0,2.0,3.0,3.0,3.0
EMP100901,Valdo Siregar,3.0,83.0,26.0,2.0,4.0,3.0,,3.0
EMP100902,Eko Iqbal Mahendra,2.0,129.0,25.0,3.0,3.0,,1.0,
EMP100903,Budi Ridwan,2.0,115.0,32.0,2.0,3.0,1.0,3.0,3.0
EMP100904,Julia Zulfikar,1.0,126.0,30.0,1.0,,1.0,,1.0
EMP100905,Hadi Yudhistira Subekti,3.0,125.0,40.0,2.0,3.0,2.0,3.0,3.0
EMP100906,Oka Salsabila,,,,2.0,2.0,2.0,2.0,1.0
EMP100907,Yuni Aji Wijaya,3.0,,,3.0,3.0,3.0,3.0,4.0
EMP100908,Ahmad Utama Mahendra,3.0,,,3.0,3.0,3.0,3.0,3.0
EMP100909,Valdo Wijaya Syahputra,5.0,,,5.0,5.0,5.0,5.0,5.0
EMP100910,Hadi Iqbal Pratama,1.0,111.0,39.0,1.0,1.0,2.0,1.0,1.0
EMP100911,Prasetyo Halim Syahputra,2.0,87.0,28.0,3.0,1.0,2.0,2.0,2.0
EMP100912,Mahendra Tamba,3.0,101.0,23.0,2.0,2.0,3.0,4.0,4.0
EMP100913,Wahyu Ginting,4.0,,29.0,4.0,3.0,3.0,3.0,4.0
EMP100914,Fitri Firmansyah,3.0,115.0,30.0,3.0,2.0,4.0,3.0,
EMP100915,Fajar Setiawan,3.0,,26.0,3.0,2.0,3.0,4.0,
EMP100916,Utami Ginting,1.0,95.0,29.0,1.0,1.0,1.0,1.0,2.0
EMP100917,Arif Santoso,3.0,85.0,25.0,3.0,4.0,3.0,3.0,4.0
EMP100918,Yuni Lestari,3.0,137.0,28.0,3.0,3.0,4.0,4.0,3.0
EMP100919,Vania Kusuma,4.0,140.0,26.0,3.0,3.0,4.0,,4.0
EMP100920,Rifqi Tamba,2.0,135.0,26.0,1.0,2.0,2.0,2.0,
EMP100921,Lestari Mahendra,,,,2.0,3.0,2.0,3.0,2.0
EMP100922,Hana Hasibuan,3.0,121.0,31.0,2.0,2.0,4.0,2.0,3.0
EMP100923,Arif Qolbi Fauziah,2.0,132.0,18.0,2.0,3.0,1.0,2.0,2.0
EMP100924,Julia Yudhistira Lukman,5.0,101.0,36.0,4.0,4.0,4.0,5.0,5.0
EMP100925,Yuni Putra,4.0,134.0,30.0,4.0,4.0,4.0,4.0,4.0
EMP100926,Intan Candra Rahmawati,5.0,122.0,19.0,5.0,5.0,5.0,5.0,5.0
EMP100927,Maya Kusuma,3.0,139.0,38.0,3.0,4.0,3.0,4.0,4.0
EMP100928,Zaki Yudhistira Rohman,4.0,88.0,30.0,3.0,,3.0,4.0,4.0
EMP100929,Anisa Mahardika Utami,1.0,135.0,23.0,1.0,2.0,1.0,2.0,1.0
EMP100930,Intan Aji Hartanto,3.0,,,3.0,4.0,4.0,2.0,2.0
EMP100931,Rani Wijaya,3.0,,,3.0,3.0,3.0,3.0,
EMP100932,Ahmad Kurniawan,2.0,,19.0,3.0,2.0,2.0,3.0,2.0
EMP100933,Ahmad Anggara,2.0,101.0,28.0,2.0,1.0,1.0,2.0,1.0
EMP100934,Rifqi Salsabila,4.0,,,4.0,4.0,3.0,3.0,5.0
EMP100935,Evi Erlangga Herlambang,4.0,140.0,31.0,3.0,5.0,4.0,4.0,4.0
EMP100936,Sari Wijaya,1.0,,,1.0,1.0,1.0,2.0,1.0
EMP100937,Joko Mahardika Ananda,,,,5.0,4.0,3.0,5.0,4.0
EMP100938,Anisa Hasibuan,,,27.0,4.0,4.0,4.0,5.0,3.0
EMP100939,Rizka Lukman,2.0,94.0,30.0,2.0,3.0,2.0,3.0,2.0
EMP100940,Intan Mahendra,2.0,82.0,27.0,2.0,3.0,2.0,2.0,2.0
EMP100941,Joko Firmansyah,2.0,,,2.0,3.0,2.0,2.0,2.0
EMP100942,Citra Wijaya Sinaga,3.0,99.0,25.0,3.0,2.0,3.0,4.0,
EMP100943,Rama Aji Purnama,3.0,107.0,42.0,2.0,3.0,3.0,3.0,3.0
EMP100944,Adit Utama Wijaya,1.0,126.0,26.0,1.0,1.0,1.0,2.0,1.0
EMP100945,Tania Dharma Siregar,4.0,111.0,30.0,4.0,5.0,4.0,4.0,3.0
EMP100946,Andi Tamba,1.0,,,1.0,99.0,1.0,1.0,1.0
EMP100947,Maya Herlambang,6.0,89.0,33.0,3.0,5.0,4.0,5.0,
EMP100948,Iman Permadi,2.0,,,2.0,,3.0,3.0,2.0
EMP100949,Joko Saputra Ramadhan,2.0,139.0,37.0,2.0,1.0,1.0,3.0,2.0
EMP100950,Budi Rohman,3.0,108.0,40.0,2.0,3.0,3.0,3.0,2.0
EMP100951,Rama Rachman Wijaya,2.0,140.0,26.0,1.0,1.0,3.0,2.0,2.0
EMP100952,Yuni Lukman,3.0,80.0,26.0,3.0,4.0,3.0,3.0,3.0
EMP100953,Hadi Anugrah Yulianto,,,43.0,,3.0,4.0,4.0,4.0
EMP100954,Ayu Yudhistira Ridwan,3.0,90.0,17.0,4.0,4.0,3.0,3.0,3.0
EMP100955,Evi Lestari Wibowo,3.0,118.0,32.0,4.0,4.0,3.0,3.0,2.0
EMP100956,Anisa Suharto,3.0,120.0,16.0,3.0,4.0,3.0,3.0,3.0
EMP100957,Julia Zulfikar Saputra,4.0,90.0,32.0,4.0,5.0,4.0,3.0,5.0
EMP100958,Arif Wijaya Pamungkas,5.0,,,5.0,4.0,5.0,5.0,5.0
EMP100959,Mahendra Fadillah Ananda,3.0,117.0,26.0,3.0,3.0,3.0,3.0,3.0
EMP100960,Bayu Nabila Maulida,,107.0,42.0,1.0,2.0,3.0,3.0,2.0
EMP100961,Dinda Siregar,4.0,92.0,30.0,,5.0,4.0,4.0,3.0
EMP100962,Kartika Wibowo,5.0,135.0,31.0,4.0,5.0,5.0,5.0,4.0
EMP100963,Ahmad Permadi,5.0,,,3.0,2.0,3.0,4.0,4.0
EMP100964,Cahyo Ginting,5.0,,,5.0,5.0,4.0,5.0,5.0
EMP100965,Intan Dharma Suharto,,126.0,28.0,2.0,,2.0,2.0,4.0
EMP100966,Ayu Wijaya Hasibuan,2.0,140.0,41.0,2.0,3.0,2.0,1.0,2.0
EMP100967,Joko Lestari,3.0,99.0,38.0,3.0,3.0,3.0,3.0,2.0
EMP100968,Vania Yudhistira Wibowo,,124.0,32.0,2.0,2.0,3.0,3.0,4.0
EMP100969,Nugroho Lukman,4.0,117.0,37.0,5.0,,4.0,5.0,
EMP100970,Zaki Candra Ramadhan,4.0,108.0,32.0,4.0,4.0,4.0,4.0,3.0
EMP100971,Lestari Ananda,3.0,102.0,38.0,4.0,3.0,4.0,2.0,3.0
EMP100972,Dian Lukman,5.0,,,2.0,2.0,4.0,4.0,2.0
EMP100973,Anisa Wijaya,3.0,114.0,28.0,3.0,3.0,2.0,3.0,3.0
EMP100974,Luthfi Lestari,3.0,,,2.0,2.0,,2.0,3.0
EMP100975,Dwi Maulida,,,38.0,2.0,,2.0,1.0,3.0
EMP100976,Budi Suharto,2.0,92.0,20.0,2.0,1.0,,2.0,2.0
EMP100977,Rifqi Syahputra,,,,3.0,5.0,4.0,3.0,99.0
EMP100978,Ari Aji Pratama,2.0,134.0,27.0,3.0,2.0,2.0,2.0,1.0
EMP100979,Anisa Mahardika Pradana,2.0,111.0,25.0,3.0,3.0,,,3.0
EMP100980,Evi Nabila Siregar,4.0,124.0,30.0,4.0,4.0,,4.0,4.0
EMP100981,Bayu Anugrah Sinaga,3.0,138.0,28.0,3.0,3.0,3.0,3.0,4.0
EMP100982,Hana Wijaya,4.0,94.0,35.0,4.0,4.0,5.0,5.0,4.0
EMP100983,Iman Mahardika Utami,3.0,120.0,26.0,3.0,4.0,3.0,3.0,3.0
EMP100984,Wulan Zulfikar Lestari,1.0,118.0,24.0,2.0,,1.0,2.0,1.0
EMP100985,Sari Halim Fauziah,1.0,89.0,29.0,1.0,1.0,1.0,1.0,1.0
EMP100986,Novi Tamba,3.0,101.0,16.0,,1.0,1.0,1.0,2.0
EMP100987,Prasetyo Purnama,5.0,,,,5.0,4.0,5.0,5.0
EMP100988,Prasetyo Zulfikar,5.0,116.0,18.0,5.0,,5.0,5.0,4.0
EMP100989,Hadi Yudhistira Siregar,4.0,109.0,22.0,4.0,4.0,4.0,4.0,4.0
EMP100990,Oka Ananda,5.0,,,4.0,4.0,3.0,3.0,4.0
EMP100991,Lestari Lukman,4.0,,,3.0,5.0,3.0,,4.0
EMP100992,Kurnia Tamba,,,31.0,3.0,4.0,,4.0,4.0
EMP100993,Wulan Purnama,4.0,127.0,26.0,3.0,5.0,4.0,5.0,5.0
EMP100994,Rizka Kusuma Rahmawati,3.0,136.0,34.0,3.0,3.0,3.0,2.0,3.0
EMP100995,Anisa Ramadhan,,117.0,30.0,3.0,3.0,3.0,2.0,2.0
EMP100996,Anisa Saputra,4.0,106.0,43.0,5.0,3.0,4.0,4.0,4.0
EMP100997,Dwi Setiawan,3.0,105.0,27.0,3.0,,4.0,4.0,2.0
EMP100998,Citra Pratama,4.0,102.0,31.0,5.0,4.0,,4.0,5.0
EMP100999,Rani Pratama,3.0,136.0,23.0,2.0,3.0,4.0,3.0,3.0
EMP101000,Eko Maulida,3.0,116.0,34.0,3.0,2.0,3.0,4.0,4.0
EMP101001,Maya Siregar,4.0,119.0,17.0,3.0,3.0,4.0,4.0,4.0
EMP101002,Hadi Pratama,2.0,85.0,24.0,3.0,3.0,2.0,1.0,2.0
EMP101003,Bella Utama Zulfikar,4.0,100.0,29.0,3.0,4.0,4.0,,4.0
EMP101004,Kurnia Ananda,4.0,83.0,32.0,5.0,4.0,4.0,,4.0
EMP101005,Eko Ganesha Kurniawan,3.0,115.0,17.0,3.0,4.0,2.0,3.0,3.0
EMP101006,Yuni Pratama,4.0,132.0,24.0,4.0,5.0,,3.0,3.0
EMP101007,Prasetyo Subekti,5.0,85.0,33.0,5.0,4.0,4.0,5.0,5.0
EMP101008,Oka Putra,2.0,138.0,17.0,,3.0,,,2.0
EMP101009,Lestari Dharma Herlambang,5.0,88.0,15.0,5.0,5.0,5.0,5.0,4.0
EMP101010,Nabila Santoso,2.0,125.0,35.0,3.0,2.0,2.0,1.0,2.0
EMP101011,Wahyu Jatmiko Siregar,,134.0,28.0,2.0,3.0,3.0,3.0,4.0
EMP101012,Prasetyo Ginting,4.0,,,4.0,4.0,4.0,3.0,4.0
EMP101013,Putri Pratomo,2.0,89.0,32.0,2.0,2.0,3.0,2.0,1.0
EMP101014,Nurlita Salsabila,4.0,130.0,39.0,5.0,4.0,5.0,3.0,4.0
EMP101015,Umar Wijaya,,118.0,28.0,3.0,3.0,3.0,3.0,4.0
EMP101016,Vania Pratomo,4.0,117.0,20.0,4.0,4.0,4.0,3.0,4.0
EMP101017,Nugroho Lestari Gunawan,3.0,140.0,17.0,3.0,3.0,3.0,3.0,3.0
EMP101018,Rani Kusuma,3.0,120.0,27.0,4.0,4.0,,4.0,2.0
EMP101019,Hadi Mahardika Ridwan,,107.0,27.0,4.0,4.0,4.0,5.0,4.0
EMP101020,Wahyu Hidayat,2.0,93.0,31.0,2.0,1.0,2.0,1.0,3.0
EMP101021,Rani Fadillah Maulana,4.0,135.0,28.0,4.0,5.0,4.0,5.0,4.0
EMP101022,Hadi Siregar,4.0,,,3.0,4.0,3.0,3.0,4.0
EMP101023,Yuni Ginting,4.0,137.0,24.0,4.0,5.0,4.0,4.0,3.0
EMP101024,Citra Situmorang,2.0,98.0,23.0,3.0,2.0,,2.0,2.0
EMP101025,Tania Lestari Indrawan,4.0,122.0,24.0,4.0,4.0,4.0,4.0,4.0
EMP101026,Eko Santoso,3.0,,,1.0,1.0,1.0,1.0,1.0
EMP101027,Kartika Anugrah Halim,2.0,140.0,30.0,3.0,2.0,2.0,2.0,3.0
EMP101028,Dwi Sinaga,4.0,130.0,32.0,4.0,4.0,3.0,4.0,5.0
EMP101029,Ayunda Situmorang,3.0,103.0,30.0,3.0,2.0,3.0,3.0,3.0
EMP101030,Dimas Ananda,4.0,,,3.0,3.0,4.0,4.0,4.0
EMP101031,Putri Wijaya,4.0,87.0,32.0,4.0,4.0,3.0,5.0,4.0
EMP101032,Zaki Utama Pratomo,3.0,96.0,29.0,2.0,,3.0,4.0,4.0
EMP101033,Citra Saputra,3.0,140.0,32.0,3.0,3.0,3.0,,3.0
EMP101034,Citra Rohman,3.0,117.0,27.0,3.0,3.0,2.0,4.0,4.0
EMP101035,Luthfi Zulfikar,,119.0,25.0,4.0,5.0,5.0,4.0,5.0
EMP101036,Mahendra Santoso,1.0,131.0,22.0,1.0,1.0,2.0,1.0,1.0
EMP101037,Rani Utama Gunawan,3.0,138.0,22.0,3.0,3.0,,3.0,3.0
EMP101038,Ayunda Lestari Sinaga,1.0,124.0,32.0,2.0,1.0,1.0,0.0,1.0
EMP101039,Fajar Pamungkas,3.0,111.0,29.0,2.0,3.0,3.0,2.0,3.0
EMP101040,Ayunda Hidayat,3.0,,,2.0,0.0,2.0,4.0,
EMP101041,Hana Dharma Hidayat,,,35.0,5.0,4.0,5.0,4.0,3.0
EMP101042,Lestari Utami,4.0,,,4.0,4.0,3.0,5.0,
EMP101043,Joko Rachman Setiawan,4.0,,,4.0,5.0,4.0,4.0,4.0
EMP101044,Nabila Lestari Sinaga,2.0,94.0,41.0,1.0,3.0,3.0,,2.0
EMP101045,Putri Mahendra,4.0,139.0,21.0,3.0,4.0,,4.0,4.0
EMP101046,Rama Wibowo,2.0,119.0,35.0,2.0,3.0,2.0,3.0,2.0
EMP101047,Lestari Ganesha Fauziah,3.0,89.0,23.0,3.0,3.0,3.0,3.0,3.0
EMP101048,Rama Nabila Hasibuan,,81.0,30.0,2.0,4.0,3.0,3.0,3.0
EMP101049,Teguh Subekti,3.0,,,3.0,3.0,3.0,4.0,
EMP101050,Dimas Saputra Herlambang,4.0,91.0,17.0,4.0,4.0,,4.0,3.0
EMP101051,Bella Permadi,,111.0,21.0,2.0,3.0,3.0,3.0,3.0
EMP101052,Nadia Zulfikar Sinaga,2.0,,33.0,2.0,2.0,2.0,,3.0
EMP101053,Evi Hartanto,,133.0,33.0,4.0,5.0,,,4.0
EMP101054,Yuni Erlangga Subekti,,118.0,28.0,1.0,1.0,1.0,1.0,1.0
EMP101055,Yoga Candra Hartanto,5.0,118.0,25.0,,5.0,5.0,5.0,5.0
EMP101056,Umar Hartanto,2.0,,,2.0,2.0,3.0,1.0,1.0
EMP101057,Dinda Anggara,2.0,119.0,28.0,3.0,,2.0,2.0,2.0
EMP101058,Umar Yulianto,1.0,110.0,18.0,1.0,1.0,1.0,1.0,2.0
EMP101059,Tania Fadillah Firmansyah,4.0,134.0,28.0,,4.0,,4.0,4.0
EMP101060,Galih Fauziah,3.0,84.0,30.0,4.0,2.0,3.0,,3.0
EMP101061,Ayu Handayani,2.0,,,3.0,2.0,1.0,3.0,3.0
EMP101062,Rifqi Jatmiko Wijaya,4.0,,,5.0,5.0,4.0,4.0,
EMP101063,Rendra Kusuma Siregar,,86.0,31.0,,3.0,3.0,3.0,3.0
EMP101064,Oktavia Mahendra,1.0,122.0,25.0,,1.0,1.0,1.0,1.0
EMP101065,Nabila Kusuma Gunawan,5.0,140.0,37.0,4.0,5.0,5.0,5.0,5.0
EMP101066,Novi Hartanto,2.0,85.0,35.0,3.0,1.0,,2.0,2.0
EMP101067,Galih Kusuma Ramadhan,2.0,113.0,17.0,2.0,1.0,3.0,1.0,
EMP101068,Kurnia Erlangga Maulana,3.0,,,,2.0,3.0,4.0,2.0
EMP101069,Ayu Erlangga Kurniawan,2.0,123.0,20.0,1.0,2.0,2.0,1.0,2.0
EMP101070,Nugroho Hasibuan,4.0,94.0,35.0,4.0,4.0,3.0,5.0,
EMP101071,Wulan Pratama,,122.0,22.0,3.0,4.0,2.0,3.0,4.0
EMP101072,Adi Pramudita Indrawan,2.0,138.0,29.0,2.0,2.0,2.0,2.0,2.0
EMP101073,Nabila Utami,2.0,,,2.0,3.0,2.0,2.0,2.0
EMP101074,Nabila Aji Kusuma,,,,1.0,2.0,,2.0,2.0
EMP101075,Hadi Wijaya Gunawan,3.0,103.0,20.0,4.0,3.0,2.0,2.0,3.0
EMP101076,Satya Pamungkas,3.0,80.0,31.0,3.0,3.0,3.0,3.0,2.0
EMP101077,Hana Dharma Maulida,4.0,96.0,21.0,4.0,4.0,4.0,4.0,4.0
EMP101078,Satya Saputra,4.0,135.0,14.0,4.0,4.0,4.0,4.0,4.0
EMP101079,Bayu Sinaga,3.0,127.0,27.0,4.0,3.0,2.0,99.0,2.0
EMP101080,Galih Zulfikar Ramadhan,3.0,128.0,19.0,3.0,4.0,3.0,4.0,3.0
EMP101081,Putri Nabila Rohman,4.0,124.0,30.0,3.0,4.0,,4.0,3.0
EMP101082,Rani Permadi,5.0,94.0,26.0,5.0,4.0,,5.0,5.0
EMP101083,Adit Salsabila,2.0,,,3.0,2.0,2.0,2.0,1.0
EMP101084,Fitri Hartanto,4.0,139.0,32.0,5.0,5.0,4.0,3.0,4.0
EMP101085,Rendra Maulana,4.0,94.0,36.0,3.0,3.0,4.0,4.0,4.0
EMP101086,Nugroho Maulana,3.0,116.0,22.0,4.0,3.0,4.0,3.0,3.0
EMP101087,Rendra Saputra Gunawan,3.0,81.0,26.0,4.0,,,2.0,3.0
EMP101088,Rama Jatmiko Gunawan,2.0,114.0,27.0,1.0,2.0,1.0,3.0,2.0
EMP101089,Nabila Salsabila,4.0,127.0,17.0,4.0,5.0,3.0,3.0,3.0
EMP101090,Bella Fauziah,3.0,129.0,32.0,3.0,2.0,,2.0,3.0
EMP101091,Ari Saputra Pamungkas,5.0,117.0,31.0,,,2.0,3.0,4.0
EMP101092,Rani Gunawan,4.0,104.0,16.0,4.0,4.0,4.0,5.0,4.0
EMP101093,Joko Iqbal Lestari,3.0,,,3.0,3.0,3.0,2.0,3.0
EMP101094,Novi Zulfikar Handayani,3.0,120.0,27.0,3.0,3.0,3.0,3.0,3.0
EMP101095,Nadia Simanjuntak,0.0,106.0,29.0,5.0,5.0,5.0,3.0,4.0
EMP101096,Rizka Wijaya,4.0,,,4.0,5.0,5.0,5.0,3.0
EMP101097,Bayu Mahendra,2.0,,,2.0,2.0,1.0,3.0,2.0
EMP101098,Utami Firmansyah,5.0,94.0,30.0,5.0,5.0,4.0,5.0,4.0
EMP101099,Nabila Kusuma,,113.0,30.0,3.0,2.0,1.0,2.0,3.0
EMP101100,Fitri Jatmiko Setiawan,3.0,124.0,33.0,2.0,3.0,3.0,3.0,3.0
EMP101101,Nugroho Yudhistira Lukman,3.0,,,3.0,3.0,3.0,3.0,
EMP101102,Novi Sinaga,,97.0,20.0,4.0,5.0,3.0,4.0,5.0
EMP101103,Wulan Lestari Saputra,5.0,80.0,28.0,5.0,5.0,5.0,5.0,5.0
EMP101104,Oktavia Lestari,2.0,120.0,30.0,3.0,2.0,3.0,2.0,2.0
EMP101105,Kartika Saputra Siregar,2.0,,,2.0,2.0,2.0,1.0,1.0
EMP101106,Sari Siregar,4.0,,,3.0,5.0,3.0,,4.0
EMP101107,Mahendra Fadillah Pradana,1.0,89.0,30.0,1.0,2.0,1.0,1.0,1.0
EMP101108,Dewi Pradana,3.0,110.0,22.0,2.0,2.0,3.0,3.0,2.0
EMP101109,Bella Suharto,4.0,84.0,26.0,2.0,2.0,2.0,2.0,2.0
EMP101110,Rani Simanjuntak,,85.0,29.0,2.0,3.0,3.0,3.0,
EMP101111,Bella Firmansyah,4.0,,,99.0,4.0,5.0,5.0,4.0
EMP101112,Budi Firmansyah,4.0,96.0,40.0,4.0,5.0,4.0,5.0,4.0
EMP101113,Evi Syahputra,1.0,93.0,35.0,1.0,1.0,1.0,1.0,1.0
EMP101114,Tania Fauziah,3.0,84.0,30.0,2.0,3.0,3.0,3.0,
EMP101115,Valdo Putra,2.0,90.0,26.0,1.0,1.0,1.0,1.0,1.0
EMP101116,Dimas Tri Zulfikar,4.0,,29.0,2.0,1.0,2.0,2.0,2.0
EMP101117,Rendra Indrawan,2.0,,,2.0,2.0,2.0,1.0,1.0
EMP101118,Maya Dharma Kurniawan,2.0,81.0,28.0,3.0,2.0,2.0,2.0,1.0
EMP101119,Utami Lestari,1.0,,,2.0,1.0,1.0,1.0,2.0
EMP101120,Gita Rahmawati,3.0,97.0,15.0,2.0,3.0,3.0,3.0,3.0
EMP101121,Gita Hasibuan,2.0,132.0,35.0,2.0,2.0,2.0,2.0,3.0
EMP101122,Maya Utami,3.0,95.0,19.0,2.0,4.0,4.0,3.0,4.0
EMP101123,Dian Kurniawan,5.0,87.0,23.0,,3.0,3.0,3.0,3.0
EMP101124,Cahyo Tri Maulida,4.0,,29.0,4.0,4.0,3.0,4.0,3.0
EMP101125,Nabila Halim,,115.0,27.0,4.0,3.0,2.0,4.0,3.0
EMP101126,Ayunda Jatmiko Zulfikar,4.0,80.0,28.0,4.0,5.0,4.0,4.0,4.0
EMP101127,Valdo Hasibuan,4.0,94.0,35.0,3.0,4.0,,3.0,4.0
EMP101128,Kartika Setiawan,2.0,82.0,40.0,3.0,1.0,1.0,3.0,2.0
EMP101129,Rendra Purnama,3.0,101.0,27.0,4.0,3.0,4.0,2.0,3.0
EMP101130,Rifqi Kusuma,4.0,104.0,36.0,4.0,3.0,3.0,3.0,4.0
EMP101131,Lestari Candra Nugroho,4.0,108.0,34.0,5.0,4.0,4.0,4.0,4.0
EMP101132,Umar Pradana,3.0,112.0,32.0,3.0,3.0,3.0,2.0,3.0
EMP101133,Rendra Subekti,4.0,108.0,33.0,4.0,4.0,4.0,4.0,4.0
EMP101134,Kurnia Dharma Putra,,109.0,31.0,4.0,3.0,5.0,4.0,
EMP101135,Adit Rohman,,116.0,37.0,2.0,4.0,4.0,3.0,2.0
EMP101136,Arif Saputra Halim,4.0,116.0,33.0,4.0,4.0,5.0,3.0,4.0
EMP101137,Nabila Putra,3.0,,,3.0,3.0,3.0,3.0,3.0
EMP101138,Rizka Kusuma,4.0,137.0,25.0,5.0,5.0,4.0,4.0,4.0
EMP101139,Rendra Gunawan,4.0,,,,4.0,4.0,3.0,4.0
EMP101140,Wahyu Nabila Purnama,2.0,128.0,16.0,2.0,2.0,1.0,2.0,1.0
EMP101141,Dwi Hartanto,2.0,,26.0,2.0,,,2.0,3.0
EMP101142,Rani Kusuma Putra,2.0,113.0,22.0,3.0,2.0,3.0,2.0,3.0
EMP101143,Ayunda Purnama,2.0,127.0,38.0,2.0,1.0,2.0,2.0,2.0
EMP101144,Rifqi Maulida,,93.0,31.0,2.0,2.0,2.0,,3.0
EMP101145,Yoga Adi Halim,,90.0,35.0,4.0,4.0,4.0,,3.0
EMP101146,Ayu Suharto,2.0,,,1.0,2.0,2.0,2.0,3.0
EMP101147,Anisa Kusuma,4.0,111.0,35.0,4.0,4.0,4.0,4.0,
EMP101148,Ahmad Hartanto,5.0,137.0,34.0,5.0,5.0,5.0,5.0,5.0
EMP101149,Utami Zulfikar Siregar,3.0,83.0,20.0,,3.0,2.0,3.0,3.0
EMP101150,Wahyu Pramudita Indrawan,3.0,118.0,39.0,3.0,2.0,3.0,,4.0
EMP101151,Dwi Adi Wijaya,4.0,86.0,22.0,3.0,3.0,3.0,4.0,4.0
EMP101152,Dewi Nabila Hasibuan,3.0,,,4.0,4.0,3.0,3.0,2.0
EMP101153,Ayunda Siregar,3.0,91.0,34.0,4.0,2.0,3.0,3.0,3.0
EMP101154,Gita Aji Simanjuntak,5.0,116.0,41.0,,4.0,3.0,3.0,4.0
EMP101155,Rizki Baskara Permadi,,,,2.0,2.0,2.0,4.0,3.0
EMP101156,Adi Halim,,,25.0,3.0,1.0,2.0,1.0,3.0
EMP101157,Galih Iqbal Pradana,,108.0,32.0,3.0,5.0,4.0,4.0,4.0
EMP101158,Putri Saputra Sinaga,4.0,127.0,30.0,4.0,5.0,4.0,3.0,4.0
EMP101159,Vania Maulana,5.0,111.0,25.0,3.0,3.0,3.0,3.0,2.0
EMP101160,Oka Lestari Wijaya,2.0,,,2.0,2.0,,,1.0
EMP101161,Fajar Ramadhan,3.0,87.0,30.0,3.0,3.0,3.0,3.0,3.0
EMP101162,Hadi Lestari,1.0,86.0,21.0,1.0,1.0,,1.0,1.0
EMP101163,Maya Suharto,3.0,99.0,31.0,2.0,3.0,4.0,3.0,3.0
EMP101164,Nabila Subekti,4.0,104.0,13.0,5.0,4.0,,3.0,4.0
EMP101165,Kartika Iqbal Gunawan,3.0,83.0,29.0,3.0,4.0,3.0,4.0,3.0
EMP101166,Utami Qolbi Halim,3.0,106.0,33.0,3.0,2.0,3.0,3.0,3.0
EMP101167,Rama Utami,5.0,86.0,30.0,5.0,5.0,5.0,5.0,5.0
EMP101168,Oka Permadi,4.0,134.0,29.0,3.0,4.0,4.0,,4.0
EMP101169,Anisa Wijaya Maulana,,89.0,31.0,2.0,1.0,2.0,2.0,1.0
EMP101170,Dewi Jatmiko Indrawan,4.0,127.0,31.0,5.0,,3.0,4.0,4.0
EMP101171,Maya Baskara Suharto,3.0,,30.0,3.0,3.0,3.0,2.0,4.0
EMP101172,Arif Purnama,,,,5.0,5.0,,5.0,5.0
EMP101173,Rizki Dharma Rahmawati,,81.0,20.0,4.0,2.0,3.0,3.0,3.0
EMP101174,Yoga Saputra Mahendra,3.0,,,3.0,3.0,4.0,2.0,2.0
EMP101175,Anisa Yulianto,2.0,80.0,40.0,3.0,2.0,1.0,2.0,
EMP101176,Dimas Tri Pratama,2.0,117.0,25.0,2.0,3.0,2.0,3.0,2.0
EMP101177,Mahendra Siregar,3.0,,,3.0,3.0,,3.0,2.0
EMP101178,Galih Rahmawati,2.0,84.0,15.0,2.0,2.0,1.0,3.0,1.0
EMP101179,Rani Jatmiko Indrawan,4.0,117.0,30.0,4.0,4.0,4.0,4.0,3.0
EMP101180,Hana Suharto,4.0,,,4.0,5.0,4.0,4.0,5.0
EMP101181,Putri Ananda,4.0,104.0,20.0,4.0,5.0,4.0,4.0,4.0
