employee_id,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki,papi_score
EMP101493,Rani Utama Nugroho,588951,2,4,1,1,1,2,1,2,4,45,67,94,IS,Influencer-Steadiness,,90.0,26.0,3,4.9
EMP101494,Rafa Halim Maulida,412724,2,3,6,5,3,3,2,2,5,39,88,22,SD,Steadiness-Dominant,ESTP,88.0,34.0,3,4.555555555555555
EMP101495,Gita Yudhistira Maulida,202520,3,4,2,5,2,3,2,1,5,13,59,69,CS,Conscientious-Steadiness,ESTJ,98.0,22.0,2,5.294117647058823
EMP101496,Tania Zulfikar Kurniawan,274914,1,3,1,5,4,1,3,1,2,70,21,69,ID,Influencer-Dominant,ISFP,85.0,21.0,6,6.166666666666667
EMP101497,Bayu Santoso,143513,3,1,6,1,5,2,1,1,1,65,49,44,ID,Influencer-Dominant,INFJ,117.0,25.0,3,5.157894736842105
EMP101498,Luthfi Santoso,783745,3,3,1,4,1,3,1,2,6,82,64,100,IC,Influencer-Conscientious,INTJ,,,8,5.588235294117647
EMP101499,Hadi Sinaga,599805,1,3,5,4,1,3,1,4,2,65,36,54,DC,Dominant-Conscientious,ISTJ,,,3,4.777777777777778
EMP101500,Joko Ganesha Pratomo,170267,3,1,2,6,5,2,1,1,3,48,32,94,ID,Influencer-Dominant,ENFJ,138.0,17.0,4,4.866666666666666
EMP101501,Dinda Utama Salsabila,623609,2,1,3,6,1,2,3,1,3,35,66,59,SC,Steadiness-Conscientious,ESFP,139.0,20.0,7,5.833333333333333
EMP101502,Ayunda Gunawan,657451,2,4,1,3,5,3,3,3,2,28,96,66,SI,Steadiness-Influencer,ENFP,138.0,18.0,8,4.421052631578948
EMP101503,Citra Indrawan,867885,3,2,2,1,1,3,2,3,4,54,30,30,DI,Dominant-Influencer,,138.0,36.0,4,4.7368421052631575
EMP101504,Putri Lukman,227854,1,3,5,1,1,1,1,1,2,71,96,34,DC,Dominant-Conscientious,INFJ,96.0,30.0,10,5.777777777777778
EMP101505,Vania Jatmiko Kusuma,967464,1,2,1,4,3,1,1,4,6,21,93,28,CS,Conscientious-Steadiness,,,,2,4.894736842105263
EMP101506,Putri Dharma Rahmawati,573393,2,2,3,1,4,3,2,3,5,77,56,88,SD,Steadiness-Dominant,ISFJ,100.0,27.0,8,4.941176470588236
EMP101507,Hadi Herlambang,540413,3,4,4,4,4,3,2,2,4,72,97,49,CI,Conscientious-Influencer,INTP,,,4,4.473684210526316
EMP101508,Iman Zulfikar,940310,3,3,5,6,3,2,2,1,5,78,87,34,DS,Dominant-Steadiness,ESTP,132.0,23.0,4,5.368421052631579
EMP101509,Satya Tri Kusuma,578955,3,2,6,5,4,3,1,3,4,6,74,74,DC,Dominant-Conscientious,,134.0,26.0,1,4.666666666666667
EMP101510,Fitri Rachman Gunawan,234893,1,1,6,3,4,2,3,1,3,32,83,56,CI,Conscientious-Influencer,ISFJ,128.0,17.0,4,4.277777777777778
EMP101511,Indra Rachman Siregar,540317,3,3,6,4,4,1,3,2,3,65,73,63,ID,Influencer-Dominant,ESTP,,,10,5.1
EMP101512,Vania Permadi,932598,3,1,5,1,4,3,2,2,2,24,55,26,,Influencer-Dominant,ENTP,136.0,27.0,5,4.0
EMP101513,Ayu Gunawan,622286,2,1,3,4,3,1,2,1,6,27,69,37,IC,Influencer-Conscientious,ESFJ,,,6,6.352941176470588
EMP101514,Julia Pramudita Situmorang,516900,4,1,5,6,3,2,1,4,5,65,31,93,,Dominant-Influencer,ESFP,94.0,27.0,3,5.3
EMP101515,Intan Indrawan,496299,4,3,5,3,2,3,1,3,3,59,87,91,CS,Conscientious-Steadiness,ESFP,122.0,37.0,6,4.631578947368421
EMP101516,Galih Pradana,846272,2,3,6,6,3,2,1,1,5,78,85,76,,Steadiness-Dominant,ESFP,85.0,30.0,4,5.631578947368421
EMP101517,Galih Saputra Nugroho,543863,2,3,2,4,2,3,2,3,4,20,77,48,DI,Dominant-Influencer,ESFP,,,1,5.352941176470588
EMP101518,Ayunda Mahendra,617477,3,1,2,2,5,3,1,2,1,25,27,59,SI,Steadiness-Influencer,ISTJ,125.0,34.0,9,4.944444444444445
EMP101519,Rendra Baskara Pamungkas,420053,2,2,5,3,1,2,2,1,1,30,71,48,IC,Influencer-Conscientious,INFJ,120.0,29.0,5,5.55
EMP101520,Dimas Tamba,228900,1,2,3,2,3,2,1,1,1,75,82,79,CS,Conscientious-Steadiness,inftj,100.0,24.0,5,5.631578947368421
EMP101521,Utami Utami,434338,1,4,5,3,3,2,3,4,6,92,59,99,DS,Dominant-Steadiness,INFP,104.0,36.0,10,4.222222222222222
EMP101522,Lestari Permadi,601587,3,4,5,5,3,2,3,2,6,19,28,95,IC,Influencer-Conscientious,ENFP,139.0,19.0,1,5.277777777777778
EMP101523,Maya Halim,298254,1,2,4,1,2,1,1,3,2,17,20,76,,Dominant-Influencer,ISTJ,123.0,26.0,9,5.3
EMP101524,Putri Jatmiko Salsabila,866782,3,1,6,4,2,2,1,2,3,35,68,35,SC,Steadiness-Conscientious,ISTJ,,,6,4.473684210526316
EMP101525,Rani Aji Indrawan,695961,3,3,3,5,1,2,2,4,4,74,69,99,CI,Conscientious-Influencer,ISTJ,99.0,39.0,3,5.6
EMP101526,Ayu Maulida,786635,1,1,6,4,2,2,2,2,6,43,79,53,DI,Dominant-Influencer,ISFP,,,9,4.722222222222222
EMP101527,Eko Nugroho,315676,2,3,4,6,4,3,3,3,4,20,27,74,SD,Steadiness-Dominant,ESTP,99.0,24.0,9,5.473684210526316
EMP101528,Wahyu Nabila Anggara,345469,2,1,5,6,2,1,1,1,6,96,65,34,IS,Influencer-Steadiness,INTJ,129.0,24.0,9,6.0
EMP101529,Dian Qolbi Santoso,499052,3,1,3,2,2,1,3,4,6,27,28,78,CD,Conscientious-Dominant,ISTP,84.0,29.0,3,3.8125
EMP101530,Bella Ananda,818397,2,4,1,2,3,2,2,1,6,37,65,89,DS,Dominant-Steadiness,,86.0,22.0,4,4.764705882352941
EMP101531,Cahyo Firmansyah,103251,1,2,2,3,1,2,1,3,4,55,99,53,,Dominant-Influencer,ISTP,93.0,29.0,2,4.55
EMP101532,Nurlita Lestari,832155,4,3,2,2,3,2,3,2,4,17,31,65,DI,Dominant-Influencer,ISFJ,134.0,23.0,3,5.45
EMP101533,Fajar Hasibuan,607546,3,2,1,5,4,1,2,1,3,25,24,91,DC,Dominant-Conscientious,ENFP,135.0,23.0,3,4.35
EMP101534,Nadia Kusuma Zulfikar,522473,4,1,5,2,2,3,3,2,5,76,61,62,,Steadiness-Conscientious,ENFP,114.0,21.0,4,5.15
EMP101535,Dimas Halim,633566,2,1,2,5,4,2,2,1,3,47,31,58,DI,Dominant-Influencer,ESTP,130.0,32.0,3,5.176470588235294
EMP101536,Indra Syahputra,690197,2,4,5,5,5,3,1,2,3,25,95,59,SD,Steadiness-Dominant,,100.0,23.0,2,5.235294117647059
EMP101537,Kartika Candra Firmansyah,826768,3,4,3,4,4,3,1,2,3,37,37,54,IC,Influencer-Conscientious,ISTP,,,10,4.05
EMP101538,Satya Sinaga,862919,1,1,5,1,1,3,3,4,3,12,99,93,SC,Steadiness-Conscientious,ESTP,99.0,28.0,1,5.15
EMP101539,Intan Wijaya Ridwan,819504,2,3,5,3,4,3,2,1,1,87,91,63,CS,Conscientious-Steadiness,ESFP,85.0,16.0,5,3.9444444444444446
EMP101540,Oktavia Herlambang,423047,4,3,3,1,3,1,1,2,1,82,87,90,DS,Dominant-Steadiness,,85.0,19.0,6,4.5
EMP101541,Ayunda Adi Kurniawan,125598,4,2,6,6,3,3,1,1,5,47,45,24,ID,Influencer-Dominant,,89.0,24.0,1,5.222222222222222
EMP101542,Rama Firmansyah,324502,4,4,6,3,3,2,3,1,6,54,94,46,SD,Steadiness-Dominant,INTP,114.0,30.0,8,5.333333333333333
EMP101543,Iman Rahmawati,461752,4,2,2,2,1,3,3,4,2,91,88,75,CS,Conscientious-Steadiness,ENTJ,82.0,17.0,10,4.4
EMP101544,Dewi Wibowo,651639,1,2,2,5,1,2,2,4,4,78,52,31,,Conscientious-Dominant,INFJ,123.0,37.0,4,4.777777777777778
EMP101545,Fajar Santoso,646909,3,1,2,5,1,2,1,3,5,52,40,98,CI,Conscientious-Influencer,ISFP,130.0,25.0,2,4.777777777777778
EMP101546,Zahra Candra Salsabila,726563,1,2,3,5,4,3,2,3,2,26,68,20,DC,Dominant-Conscientious,ISTP,88.0,21.0,5,4.65
EMP101547,Iman Maulana,736928,4,1,5,5,3,1,2,3,1,12,31,61,IS,Influencer-Steadiness,ISFJ,136.0,29.0,3,4.611111111111111
EMP101548,Fitri Saputra Tamba,768828,3,4,4,3,2,1,3,4,2,43,54,25,,Steadiness-Dominant,INTP,103.0,41.0,9,4.222222222222222
EMP101549,Cahyo Zulfikar Utami,538733,4,2,1,1,2,1,2,2,4,13,49,82,ID,Influencer-Dominant,INFP,88.0,31.0,1,4.65
EMP101550,Ayunda Firmansyah,187663,4,2,3,5,5,2,3,1,4,59,55,90,IC,Influencer-Conscientious,ESFJ,,31.0,3,4.444444444444445
EMP101551,Hana Saputra Pamungkas,618057,2,1,5,6,2,3,1,4,3,39,96,64,CS,Conscientious-Steadiness,INFP,86.0,34.0,4,5.111111111111111
EMP101552,Evi Dharma Pamungkas,231002,3,4,5,3,1,2,1,3,1,61,28,37,CS,Conscientious-Steadiness,ESFP,129.0,30.0,8,5.722222222222222
EMP101553,Oktavia Rohman,716628,4,4,4,4,5,3,2,1,5,42,89,68,DC,Dominant-Conscientious,ISTP,,,3,5.578947368421052
EMP101554,Adit Jatmiko Setiawan,500535,2,2,4,5,5,3,3,1,3,61,37,97,SC,Steadiness-Conscientious,ENFP,97.0,28.0,4,5.55
EMP101555,Bayu Nabila Lestari,127466,2,1,2,3,2,3,2,1,4,32,100,69,,Steadiness-Influencer,ESFJ,116.0,37.0,8,5.611111111111111
EMP101556,Satya Pramudita Rahmawati,665264,2,2,6,1,3,3,3,4,3,64,76,38,SI,Steadiness-Influencer,ESFP,100.0,33.0,8,5.684210526315789
EMP101557,Rendra Zulfikar Wijaya,712253,4,2,4,3,2,1,3,4,5,7,24,39,CD,Conscientious-Dominant,ENFJ,93.0,33.0,8,5.631578947368421
EMP101558,Novi Halim Ramadhan,911728,2,1,6,1,5,2,2,4,2,87,98,42,SC,Steadiness-Conscientious,ENTP,113.0,29.0,10,5.578947368421052
EMP101559,Hana Lestari Wijaya,776080,2,4,2,2,2,1,1,4,5,55,97,83,CD,Conscientious-Dominant,INTP,86.0,33.0,3,4.05
EMP101560,Gita Maulida,893582,1,1,2,6,4,3,2,2,3,84,60,82,,Steadiness-Conscientious,,86.0,22.0,5,4.789473684210527
EMP101561,Mahendra Qolbi Pamungkas,942426,4,3,5,3,3,3,1,2,3,82,20,67,SI,Steadiness-Influencer,ENTJ,138.0,34.0,5,4.315789473684211
EMP101562,Cahyo Lukman,478050,4,3,3,3,4,2,3,2,4,80,25,27,IC,Influencer-Conscientious,INFJ,137.0,27.0,10,4.117647058823529
EMP101563,Nugroho Yudhistira Nugroho,993560,2,3,6,4,3,2,1,4,2,90,48,21,DS,Dominant-Steadiness,ISTP,,,10,4.4
EMP101564,Prasetyo Pramudita Purnama,752326,1,1,6,1,1,3,3,1,3,37,89,63,SI,Steadiness-Influencer,INTJ,,29.0,10,5.55
EMP101565,Oka Subekti,831764,2,2,6,4,1,1,1,1,4,82,34,21,CI,Conscientious-Influencer,,,,3,4.0
EMP101566,Iman Purnama,155181,4,4,2,2,3,2,3,1,3,39,78,30,CI,Conscientious-Influencer,ESFP,139.0,21.0,8,5.368421052631579
EMP101567,Putri Santoso,176518,1,1,1,6,2,2,1,2,5,62,96,93,IC,Influencer-Conscientious,ESFP,136.0,25.0,1,4.777777777777778
EMP101568,Anisa Setiawan,476705,1,4,2,1,3,2,3,1,3,35,65,28,IS,Influencer-Steadiness,INTP,108.0,35.0,5,5.052631578947368
EMP101569,Cahyo Pramudita Nugroho,856132,2,1,4,2,2,3,2,3,2,16,35,38,SI,Steadiness-Influencer,ISTP,117.0,27.0,3,4.294117647058823
EMP101570,Putri Zulfikar Lukman,685119,1,3,5,6,4,1,3,3,4,52,95,83,SC,Steadiness-Conscientious,INFJ,98.0,30.0,2,4.294117647058823
EMP101571,Nurlita Pratomo,930303,3,4,3,5,5,1,1,3,4,56,98,55,SI,Steadiness-Influencer,,112.0,36.0,2,4.526315789473684
EMP101572,Kartika Mahardika Sinaga,108992,4,2,5,5,3,1,2,3,6,49,51,23,CD,Conscientious-Dominant,ESTJ,94.0,27.0,9,5.235294117647059
EMP101573,Citra Aji Sinaga,568044,1,4,2,3,3,2,2,2,3,69,72,76,DC,Dominant-Conscientious,ESTP,138.0,17.0,3,5.45
EMP101574,Nurlita Zulfikar Zulfikar,420764,1,2,2,2,3,2,3,2,4,90,45,97,SD,Steadiness-Dominant,,138.0,37.0,7,5.111111111111111
EMP101575,Tania Halim Halim,126357,1,2,2,4,5,2,3,2,4,32,24,25,,Influencer-Steadiness,ISTJ,,,4,4.888888888888889
EMP101576,Putri Rachman Ginting,358685,3,2,4,6,3,3,2,3,5,46,74,57,,Influencer-Dominant,INFP,139.0,28.0,2,5.2
EMP101577,Rifqi Ganesha Kusuma,102495,2,3,5,4,4,1,1,1,6,61,92,43,ID,Influencer-Dominant,ISTJ,,,2,4.473684210526316
EMP101578,Adit Rahmawati,210878,2,4,3,5,5,2,3,1,4,48,89,20,CD,Conscientious-Dominant,ENTP,139.0,35.0,6,5.0
EMP101579,Evi Lukman,976486,4,2,3,4,4,2,1,4,4,41,54,87,CI,Conscientious-Influencer,INFP,,,6,5.764705882352941
EMP101580,Wulan Iqbal Firmansyah,471090,4,1,3,4,2,2,3,3,3,20,21,94,SI,Steadiness-Influencer,ESTJ,,,1,5.235294117647059
EMP101581,Fitri Handayani,981467,4,4,1,5,1,1,2,4,1,69,55,36,IS,Influencer-Steadiness,ESFJ,84.0,29.0,7,4.111111111111111
EMP101582,Kartika Nabila Wibowo,689473,1,4,5,3,1,3,3,1,3,65,47,86,DI,Dominant-Influencer,ISTP,116.0,23.0,7,5.529411764705882
EMP101583,Rani Salsabila,364254,4,1,5,6,3,1,2,4,5,20,49,63,DC,Dominant-Conscientious,ISTP,125.0,39.0,5,4.6
EMP101584,Dimas Saputra,243207,1,3,2,3,5,1,1,1,6,42,31,21,SD,Steadiness-Dominant,ISTJ,81.0,29.0,1,5.631578947368421
EMP101585,Yoga Hasibuan,751181,4,4,2,1,3,1,1,2,5,55,84,84,IC,Influencer-Conscientious,ESTJ,98.0,22.0,10,4.789473684210527
EMP101586,Kurnia Yulianto,837058,2,1,4,2,3,3,3,3,4,24,87,29,CS,Conscientious-Steadiness,ISTP,128.0,20.0,5,4.631578947368421
EMP101587,Rizki Dharma Lukman,907379,2,3,3,2,4,2,2,2,4,88,34,81,CI,Conscientious-Influencer,INTJ,138.0,25.0,6,4.05
EMP101588,Joko Jatmiko Handayani,382945,4,3,5,1,5,2,1,2,2,108,81,36,CI,Conscientious-Influencer,ENTJ,128.0,26.0,10,5.5
EMP101589,Joko Adi Utami,179217,4,1,6,2,5,3,2,3,6,99,84,86,,Influencer-Steadiness,ISTJ,121.0,29.0,9,5.1875
EMP101590,Citra Nugroho,206900,3,2,1,5,5,3,1,4,3,52,87,25,CD,Conscientious-Dominant,ENFJ,105.0,38.0,7,3.588235294117647
EMP101591,Andi Situmorang,405627,3,2,2,5,1,3,1,3,2,71,60,85,,Conscientious-Dominant,ENFP,117.0,32.0,3,5.166666666666667
EMP101592,Luthfi Syahputra,623834,4,1,1,4,5,2,2,4,1,34,31,79,SD,Steadiness-Dominant,INTP,,,9,5.352941176470588
EMP101593,Citra Subekti,453324,4,1,1,6,4,3,3,1,3,45,24,72,SC,Steadiness-Conscientious,ESFP,,26.0,8,5.052631578947368
EMP101594,Nugroho Rachman Pratomo,951941,4,2,6,4,3,3,2,1,6,61,90,95,IC,Influencer-Conscientious,ENFP,,,5,5.05
EMP101595,Yoga Erlangga Pratomo,291931,4,4,4,1,5,2,1,4,1,41,33,72,CS,Conscientious-Steadiness,ESFP,89.0,27.0,3,6.055555555555555
EMP101596,Dimas Dharma Subekti,845982,1,2,3,2,4,1,3,1,1,50,61,74,SD,Steadiness-Dominant,ISFP,112.0,24.0,10,5.294117647058823
EMP101597,Wahyu Hartanto,147978,3,2,5,3,3,3,3,4,5,52,93,83,SD,Steadiness-Dominant,ISFJ,137.0,38.0,4,5.055555555555555
EMP101598,Citra Halim,673295,4,1,2,4,5,3,1,3,1,18,26,37,CS,Conscientious-Steadiness,INTP,,,5,4.176470588235294
EMP101599,Fitri Aji Permadi,931175,2,4,1,3,2,3,3,1,1,64,67,44,CS,Conscientious-Steadiness,ESFJ,120.0,24.0,2,4.315789473684211
EMP101600,Ari Qolbi Simanjuntak,512553,3,2,6,2,2,1,3,4,5,54,81,80,SC,Steadiness-Conscientious,ISFJ,106.0,20.0,6,5.277777777777778
EMP101601,Ayunda Pratama,379000,1,3,2,2,2,1,3,1,1,33,39,45,CI,Conscientious-Influencer,ENFJ,86.0,33.0,10,3.9375
EMP101602,Zaki Erlangga Hartanto,228317,2,2,4,5,4,3,1,4,2,43,66,57,,Steadiness-Conscientious,ENFP,83.0,38.0,6,5.421052631578948
EMP101603,Andi Jatmiko Hidayat,663627,3,1,3,5,1,2,3,3,5,61,61,63,SD,Steadiness-Dominant,ENFP,88.0,22.0,6,5.533333333333333
EMP101604,Anisa Anugrah Santoso,553651,4,2,5,3,1,2,1,1,5,43,39,64,SI,Steadiness-Influencer,INFP,117.0,37.0,7,4.222222222222222
EMP101605,Ahmad Nabila Wijaya,284787,4,4,2,2,2,3,3,2,2,57,90,21,DS,Dominant-Steadiness,ESFJ,117.0,28.0,4,4.888888888888889
EMP101606,Nugroho Siregar,559032,1,1,3,3,3,3,1,1,6,18,88,46,CD,Conscientious-Dominant,ENFJ,127.0,22.0,9,5.2105263157894735
EMP101607,Rama Indrawan,179895,4,1,2,1,1,2,1,2,1,74,86,92,CD,Conscientious-Dominant,ESTJ,122.0,25.0,2,5.411764705882353
EMP101608,Budi Iqbal Pamungkas,595681,4,3,3,3,2,2,1,4,1,75,67,42,CD,Conscientious-Dominant,ISFJ,117.0,37.0,10,4.647058823529412
EMP101609,Zahra Erlangga Siregar,819679,4,3,2,3,2,3,1,3,4,68,53,87,SD,Steadiness-Dominant,ISFJ,85.0,19.0,6,4.75
EMP101610,Kartika Hasibuan,309633,2,1,6,1,3,1,3,2,3,20,34,76,,Steadiness-Conscientious,ISTJ,94.0,28.0,3,6.055555555555555
EMP101611,Arif Setiawan,518102,4,3,2,3,2,2,3,2,3,96,57,76,CI,Conscientious-Influencer,ENTJ,122.0,25.0,5,4.777777777777778
EMP101612,Tania Situmorang,156065,2,3,6,2,2,1,3,4,3,37,83,78,DI,Dominant-Influencer,ENTJ,126.0,27.0,3,5.0
EMP101613,Mahendra Saputra,606176,2,3,4,1,3,3,1,2,3,68,92,41,DS,Dominant-Steadiness,INFP,116.0,26.0,2,4.25
EMP101614,Rendra Rohman,655316,4,4,2,4,3,2,3,3,4,57,96,33,IS,Influencer-Steadiness,ISTP,,,7,4.7368421052631575
EMP101615,Gita Pamungkas,258542,3,1,3,5,5,2,1,4,5,23,80,62,SD,Steadiness-Dominant,INTP,,39.0,4,4.0
EMP101616,Zaki Lestari,998572,1,3,1,3,4,1,1,3,3,97,45,73,DS,Dominant-Steadiness,,101.0,25.0,7,4.470588235294118
EMP101617,Satya Dharma Sinaga,422198,2,2,4,4,5,1,1,1,1,43,66,99,CI,Conscientious-Influencer,ISTJ,,,1,4.875
EMP101618,Julia Wijaya Santoso,312246,3,4,5,5,5,1,1,2,5,88,54,31,IC,Influencer-Conscientious,INTP,131.0,27.0,4,5.764705882352941
EMP101619,Fitri Jatmiko Siregar,258276,4,2,5,3,4,3,1,4,5,4,89,89,CS,Conscientious-Steadiness,ENTP,84.0,34.0,8,5.588235294117647
EMP101620,Galih Salsabila,308297,1,3,1,2,2,2,1,1,1,61,63,64,SD,Steadiness-Dominant,ESTJ,106.0,30.0,9,4.7368421052631575
EMP101621,Citra Lukman,269155,1,2,1,5,3,1,2,3,2,45,54,83,CI,Conscientious-Influencer,ENFP,92.0,24.0,6,4.85
EMP101622,Joko Lestari Nugroho,285013,3,4,5,5,5,1,3,4,6,60,32,74,IC,Influencer-Conscientious,ISTJ,83.0,29.0,9,5.055555555555555
EMP101623,Mahendra Baskara Handayani,849954,2,1,5,2,4,1,3,2,2,24,95,51,CD,Conscientious-Dominant,ISTP,99.0,26.0,9,5.117647058823529
EMP101624,Yoga Fauziah,947363,2,1,4,3,4,1,2,2,6,48,76,58,DS,Dominant-Steadiness,ENFP,124.0,31.0,8,6.0
EMP101625,Rama Siregar,667897,1,3,6,5,1,3,2,4,2,28,81,89,DS,Dominant-Steadiness,INFP,139.0,35.0,4,4.5
EMP101626,Ahmad Purnama,291123,3,1,2,1,1,3,3,1,5,55,88,88,SC,Steadiness-Conscientious,INFJ,118.0,27.0,2,5.25
EMP101627,Zahra Ramadhan,758311,4,3,1,5,2,2,3,1,6,84,88,78,DC,Dominant-Conscientious,,,27.0,2,5.722222222222222
EMP101628,Arif Lestari Hartanto,411457,3,2,4,2,3,1,1,2,4,74,70,97,DI,Dominant-Influencer,ENFP,82.0,28.0,7,4.277777777777778
EMP101629,Wulan Indrawan,216296,3,4,2,3,4,3,3,4,3,37,79,69,CS,Conscientious-Steadiness,ISTJ,85.0,23.0,9,4.611111111111111
EMP101630,Rendra Firmansyah,509860,2,3,3,3,2,3,2,2,5,34,36,95,CD,Conscientious-Dominant,ESTP,86.0,22.0,8,4.368421052631579
EMP101631,Ari Halim Suharto,706894,3,4,5,6,1,2,3,4,5,73,76,88,SC,Steadiness-Conscientious,ENFJ,123.0,27.0,1,5.789473684210527
EMP101632,Putri Ginting,167042,4,3,6,3,1,2,3,3,5,74,45,83,IC,Influencer-Conscientious,ISFJ,113.0,22.0,2,4.65
EMP101633,Intan Saputra Rohman,834435,3,1,4,1,1,3,3,3,6,27,62,67,CS,Conscientious-Steadiness,INTJ,95.0,33.0,7,6.473684210526316
EMP101634,Maya Hartanto,641047,2,2,1,4,4,2,2,3,3,53,45,54,CD,Conscientious-Dominant,ENTJ,,,4,5.578947368421052
EMP101635,Rama Erlangga Ginting,736277,2,4,5,1,2,3,1,1,4,64,60,82,SC,Steadiness-Conscientious,INFP,80.0,25.0,7,5.25
EMP101636,Rizka Aji Putra,176843,2,1,2,3,1,2,1,2,2,32,81,91,,Steadiness-Conscientious,ENTJ,81.0,19.0,7,4.722222222222222
EMP101637,Joko Maulana,205763,1,1,3,4,4,2,1,1,1,54,30,75,SI,Steadiness-Influencer,ISTP,,,1,4.611111111111111
EMP101638,Prasetyo Rachman Halim,525156,3,2,5,1,4,3,3,4,4,48,39,64,SI,Steadiness-Influencer,ESFP,82.0,21.0,5,4.277777777777778
EMP101639,Rani Dharma Sinaga,559850,1,1,4,5,5,1,3,1,6,65,96,76,,Influencer-Steadiness,ESTP,119.0,21.0,4,5.421052631578948
EMP101640,Rendra Zulfikar,175414,1,1,5,6,1,1,2,4,3,54,71,88,IC,Influencer-Conscientious,INTP,126.0,29.0,8,5.65
EMP101641,Wahyu Herlambang,675979,4,2,6,4,3,2,1,3,6,46,59,32,CD,Conscientious-Dominant,INTP,,,8,5.315789473684211
EMP101642,Rani Iqbal Tamba,966159,3,2,4,3,5,2,1,1,6,28,47,81,SD,Steadiness-Dominant,,86.0,32.0,1,5.5
EMP101643,Nurlita Santoso,255062,3,4,6,4,3,3,1,2,1,42,34,91,DI,Dominant-Influencer,ISFJ,,,9,4.277777777777778
EMP101644,Hadi Purnama,349173,1,3,2,6,1,1,3,2,6,33,73,31,CS,Conscientious-Steadiness,INFJ,107.0,25.0,1,4.578947368421052
EMP101645,Bella Tri Wibowo,436416,1,1,3,2,3,2,3,1,5,57,63,51,CS,Conscientious-Steadiness,ESTJ,90.0,13.0,8,4.631578947368421
EMP101646,Rizki Utama Permadi,608602,1,1,6,6,2,3,3,2,6,53,34,50,SD,Steadiness-Dominant,ISTJ,91.0,24.0,2,5.055555555555555
EMP101647,Nugroho Erlangga Wijaya,133437,2,4,1,1,2,2,3,1,6,38,66,89,SI,Steadiness-Influencer,INTP,120.0,26.0,7,4.1
EMP101648,Wulan Nabila Pratama,452880,3,1,4,3,2,2,3,3,4,51,42,28,DI,Dominant-Influencer,INFJ,117.0,14.0,4,5.2105263157894735
EMP101649,Eko Ginting,497808,4,1,2,4,2,3,3,4,4,42,85,99,,Conscientious-Dominant,INTP,,,2,5.3
EMP101650,Adit Wibowo,883091,3,2,2,4,4,3,2,2,3,51,20,27,DC,Dominant-Conscientious,INFP,,,2,5.388888888888889
EMP101651,Hana Siregar,468124,1,1,6,4,1,1,2,2,4,20,98,61,CD,Conscientious-Dominant,INFP,,,2,4.666666666666667
EMP101652,Ayu Fauziah,338921,4,1,1,1,4,1,1,1,5,31,65,33,DI,Dominant-Influencer,INFP,114.0,19.0,7,5.888888888888889
EMP101653,Kurnia Lestari Mahendra,843460,2,3,2,4,5,2,2,2,4,11,43,57,DC,Dominant-Conscientious,INFP,,,8,5.7368421052631575
EMP101654,Bayu Pramudita Nugroho,253789,4,2,2,2,3,2,3,2,4,34,79,54,CI,Conscientious-Influencer,ISTJ,,40.0,3,4.315789473684211
EMP101655,Dimas Zulfikar,555153,2,2,5,6,4,1,2,4,6,29,79,54,SI,Steadiness-Influencer,ENFP,,32.0,4,5.2105263157894735
EMP101656,Vania Erlangga Ridwan,450744,3,3,5,6,2,2,3,4,3,63,99,92,IS,Influencer-Steadiness,,106.0,24.0,1,6.315789473684211
EMP101657,Teguh Syahputra,186165,3,1,6,3,5,2,2,1,5,7,93,62,DC,Dominant-Conscientious,,124.0,20.0,3,5.75
EMP101658,Yoga Halim Wijaya,725845,1,1,6,4,3,1,3,2,6,91,95,70,CS,Conscientious-Steadiness,INFJ,,,3,4.684210526315789
EMP101659,Iman Putra,970342,4,3,6,2,3,2,2,2,6,84,57,74,IC,Influencer-Conscientious,ISTP,82.0,17.0,1,4.352941176470588
EMP101660,Rizka Yulianto,386516,4,3,4,5,2,2,2,2,1,64,76,45,DC,Dominant-Conscientious,INTJ,129.0,27.0,3,5.052631578947368
EMP101661,Adit Yulianto,423677,3,1,3,5,2,1,3,2,2,20,21,58,IS,Influencer-Steadiness,ISTJ,80.0,26.0,7,4.647058823529412
EMP101662,Oktavia Rachman Wibowo,736082,4,4,6,3,3,1,1,2,3,49,58,28,CI,Conscientious-Influencer,ESTJ,124.0,19.0,9,6.0
EMP101663,Ahmad Lukman,670441,3,1,6,4,3,2,2,2,4,44,87,86,DS,Dominant-Steadiness,ENTJ,,,8,4.833333333333333
EMP101664,Oka Dharma Pamungkas,562466,4,1,6,1,2,2,2,2,2,54,54,25,CD,Conscientious-Dominant,INFJ,91.0,32.0,1,4.833333333333333
EMP101665,Satya Salsabila,757488,2,4,4,1,1,1,1,1,2,48,27,30,DI,Dominant-Influencer,INFP,96.0,23.0,6,5.7368421052631575
EMP101666,Zahra Ganesha Hidayat,364099,3,2,4,6,1,3,2,4,3,63,63,58,,Dominant-Conscientious,INTJ,128.0,25.0,3,5.166666666666667
EMP101667,Dinda Qolbi Siregar,534505,1,4,1,4,5,2,2,1,3,5,26,50,IS,Influencer-Steadiness,,,,3,4.4
EMP101668,Hana Situmorang,131765,2,4,5,1,3,1,2,2,5,62,92,92,CS,Conscientious-Steadiness,ENFP,117.0,24.0,10,5.95
